Lat;Lon;h;Time;RHO;THETA;FL;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;BAR;IVV;TN;STAT
41,55559924;1,50069296;11581,92363;63,1797;31,796875;299,586182;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;102,65625;269;32;-64;1340;No alert, no SPI, aircraft airbone
41,55269379;1,51321916;11581,94448;67,1797;31,230469;299,816895;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;101,777344;269;64;-96;1340;No alert, no SPI, aircraft airbone
41,5498697;1,52572944;11581,96488;71,1719;30,667969;300,064087;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,898438;269;192;-96;1340;No alert, no SPI, aircraft airbone
41,54695658;1,53809572;11581,98455;75,1719;30,109375;300,305786;380;ELY028;1013;-5,449;107,227;526;-0,188;480;100,019531;269;64;-96;1340;No alert, no SPI, aircraft airbone
41,54408389;1,55051943;11582,00389;79,1719;29,550781;300,563965;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,316406;269;128;-64;1340;No alert, no SPI, aircraft airbone
41,54128511;1,56290297;11574,40276;83,1797;28,996094;300,838623;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,140625;268;0;-64;1340;No alert, no SPI, aircraft airbone
41,53842734;1,57529421;11574,42117;87,1797;28,441406;301,118774;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,316406;268;-32;0;1340;No alert, no SPI, aircraft airbone
41,53573311;1,5876415;11574,43915;91,1875;27,894531;301,426392;379,75;ELY028;1013;0,352;106,523;524;0;476;99,316406;267;64;0;1340;No alert, no SPI, aircraft airbone
41,53297764;1,60007955;11574,4568;95,1875;27,34375;301,744995;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;268;-96;0;1340;No alert, no SPI, aircraft airbone
41,53033081;1,61243638;11574,47393;99,1953;26,800781;302,085571;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;268;96;0;1340;No alert, no SPI, aircraft airbone
41,52757378;1,62484863;11574,49064;103,2031;26,253906;302,431641;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;268;64;0;1340;No alert, no SPI, aircraft airbone
41,52479888;1,63721144;11582,12683;107,2031;25,710938;302,788696;380;ELY028;1013;-0,176;106,699;524;0;478;99,492188;268;0;0;1340;No alert, no SPI, aircraft airbone
41,52209536;1,64952041;11574,52254;111,2109;25,171875;303,167725;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;268;0;0;1340;No alert, no SPI, aircraft airbone
41,51935695;1,661877;11574,53786;115,2188;24,632812;303,563232;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;268;0;32;1340;No alert, no SPI, aircraft airbone
41,51665315;1,67421065;11574,55272;119,2188;24,097656;303,980713;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;268;96;0;1340;No alert, no SPI, aircraft airbone
41,51387662;1,68653723;11574,5671;123,2266;23,5625;304,40918;379,75;ELY028;1013;0;106,523;522;0;478;99,492188;268;-64;0;1340;No alert, no SPI, aircraft airbone
41,5111477;1,69885989;11574,58106;127,2266;23,03125;304,865112;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;268;32;32;1340;No alert, no SPI, aircraft airbone
41,5084712;1,71122139;11582,21464;131,2344;22,503906;305,354004;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,667969;268;0;32;1340;No alert, no SPI, aircraft airbone
41,50580043;1,72351997;11582,22772;135,2422;21,980469;305,864868;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,667969;268;0;0;1340;No alert, no SPI, aircraft airbone
41,50302214;1,73579406;11582,24028;139,25;21,457031;306,386719;380;ELY028;1013;0,176;106,523;522;0;478;99,667969;268;32;0;1340;No alert, no SPI, aircraft airbone
41,50027392;1,74806886;11582,25242;143,2578;20,9375;306,941528;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,84375;268;0;-32;1340;No alert, no SPI, aircraft airbone
41,4975662;1,76036252;11582,26416;147,2812;20,421875;307,53479;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,84375;268;-128;-32;1340;No alert, no SPI, aircraft airbone
41,49476856;1,77266481;11582,27544;151,2734;19,90625;308,150024;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,667969;268;-96;0;1340;No alert, no SPI, aircraft airbone
41,49195877;1,7849465;11582,28625;155,2812;19,394531;308,798218;380;ELY028;1013;-0,352;106,699;522;0;478;99,667969;267;128;-32;1340;No alert, no SPI, aircraft airbone
41,4891889;1,79727204;11582,29668;159,2891;18,886719;309,49585;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,667969;267;128;-32;1340;No alert, no SPI, aircraft airbone
41,48643922;1,80951278;11582,30661;163,2969;18,386719;310,231934;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,667969;267;-64;-32;1340;No alert, no SPI, aircraft airbone
41,4836254;1,8218243;11582,31614;167,3047;17,886719;311,011963;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,667969;267;-64;-64;1340;No alert, no SPI, aircraft airbone
41,48083781;1,83407865;11582,32519;171,3203;17,394531;311,841431;380;ELY028;1013;0;106,699;520;0;478;99,667969;267;-128;-32;1340;No alert, no SPI, aircraft airbone
41,47808452;1,84637516;11574,71386;175,3281;16,90625;312,736816;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,667969;267;32;-64;1340;No alert, no SPI, aircraft airbone
41,47539716;1,85861551;11574,72207;179,3359;16,429688;313,69812;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,84375;267;-160;0;1340;No alert, no SPI, aircraft airbone
41,47262236;1,87096265;11574,72988;183,3516;15,953125;314,725342;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,84375;267;64;0;1340;No alert, no SPI, aircraft airbone
41,46989631;1,88322007;11574,73722;187,3672;15,488281;315,823975;379,75;ELY028;1013;0;106,875;520;0,031;476;99,84375;267;32;0;1340;No alert, no SPI, aircraft airbone
41,46710628;1,89552543;11574,74413;191,3828;15,027344;316,999512;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,84375;267;32;32;1340;No alert, no SPI, aircraft airbone
41,46434417;1,90782076;11582,3706;195,3984;14,578125;318,268433;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,84375;266;256;32;1340;No alert, no SPI, aircraft airbone
41,46151493;1,92015475;11582,37663;199,4141;14,132812;319,630737;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,84375;266;-96;32;1340;No alert, no SPI, aircraft airbone
41,45877494;1,93242477;11582,38222;203,4297;13,703125;321,108398;380;ELY028;1013;-0,352;106,699;520;-0,031;474;99,84375;264;224;-32;1340;No alert, no SPI, aircraft airbone
41,45601786;1,94480825;11582,38742;207,4453;13,28125;322,723389;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,019531;264;0;-32;1340;No alert, no SPI, aircraft airbone
41,45323959;1,95719206;11582,39217;211,4688;12,871094;324,470215;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,195312;265;288;-32;1340;No alert, no SPI, aircraft airbone
41,4505108;1,96949782;11574,77646;215,4844;12,476562;326,359863;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,195312;265;-160;-32;1340;No alert, no SPI, aircraft airbone
41,44774411;1,98189687;11582,40033;219,5078;12,097656;328,425293;380;ELY028;1013;0,352;106,875;524;0,031;476;100,371094;266;128;0;1340;No alert, no SPI, aircraft airbone
41,4449699;1,99422849;11582,40373;223,5312;11,734375;330,655518;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,371094;267;160;0;1340;No alert, no SPI, aircraft airbone
41,44222866;2,00679293;11582,40677;227,5703;11,386719;333,143921;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,371094;266;32;0;1340;No alert, no SPI, aircraft airbone
41,43941727;2,01922661;11582,40929;231,6016;11,058594;335,808105;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,371094;268;-64;0;1340;No alert, no SPI, aircraft airbone
41,43668513;2,03182533;11582,41143;235,6328;10,753906;338,763428;380;ELY028;1013;0;106,875;526;0;480;100,371094;268;-224;-32;1340;No alert, no SPI, aircraft airbone
41,4339112;2,0443663;11582,41308;239,6719;10,472656;341,949463;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,371094;268;32;-32;1340;No alert, no SPI, aircraft airbone
41,43102337;2,05666339;11582,41421;243,7031;10,214844;345,311279;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,371094;268;128;-64;1340;No alert, no SPI, aircraft airbone
41,4281699;2,06919499;11582,41493;247,75;9,984375;349,019165;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,371094;269;288;-32;1340;No alert, no SPI, aircraft airbone
41,4253333;2,08171532;11582,41521;251,7969;9,785156;352,996216;380;ELY028;1013;-0,352;107,051;526;-0,031;480;100,195312;268;-160;-64;1340;No alert, no SPI, aircraft airbone
41,42245027;2,09431403;11574,79502;255,8438;9,613281;357,258911;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,195312;269;-192;-32;1340;No alert, no SPI, aircraft airbone
41,41961184;2,10689105;11574,79438;259,8984;9,480469;1,752319;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,195312;270;-32;-32;1340;No alert, no SPI, aircraft airbone
41,41684374;2,11951299;11574,7933;263,9453;9,386719;6,454468;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,195312;270;64;-96;1340;No alert, no SPI, aircraft airbone
41,41382041;2,13253311;11582,41165;268,0078;9,324219;11,464233;380;ELY028;1013;0,176;106,875;526;0,031;484;100,195312;269;192;-64;1340;No alert, no SPI, aircraft airbone
41,41091071;2,14518455;11582,40959;272,0547;9,300781;16,413574;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,195312;267;-64;-64;1340;No alert, no SPI, aircraft airbone
41,40811469;2,15717814;11582,4072;276,1094;9,3125;21,121216;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,195312;269;32;-32;1340;No alert, no SPI, aircraft airbone
41,40526731;2,16954295;11574,78431;280,1641;9,359375;25,911255;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,019531;268;-160;-96;1340;No alert, no SPI, aircraft airbone
41,40236038;2,18183136;11574,78098;284,2188;9,441406;30,569458;379,75;ELY028;1013;-1,23;107,227;524;-0,031;476;99,667969;267;-96;-32;1340;No alert, no SPI, aircraft airbone
41,39953797;2,193974;11574,77727;288,2656;9,558594;34,991455;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;267;160;32;1340;No alert, no SPI, aircraft airbone
41,39668064;2,20628594;11574,77308;292,3125;9,710938;39,259644;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,316406;266;0;64;1340;No alert, no SPI, aircraft airbone
41,39395216;2,21854587;11574,76849;296,3594;9,898438;43,231201;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;268;0;96;1340;No alert, no SPI, aircraft airbone
41,391048;2,23123402;11574,76326;300,4062;10,121094;47,092896;379,75;ELY028;1013;0;106,699;522;0;482;99,492188;269;96;64;1340;No alert, no SPI, aircraft airbone
41,38827061;2,24369049;11574,75768;304,4453;10,371094;50,586548;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,667969;269;96;32;1340;No alert, no SPI, aircraft airbone
41,38557697;2,25600876;11582,37174;308,4844;10,648438;53,761597;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,84375;269;160;0;1340;No alert, no SPI, aircraft airbone
41,38266314;2,26845716;11582,36524;312,5156;10,945312;56,777344;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,019531;269;160;-64;1340;No alert, no SPI, aircraft airbone
41,37970075;2,28095377;11582,35827;316,5469;11,265625;59,573364;380;ELY028;1013;0,352;107,051;522;0;482;100,019531;269;-32;-64;1340;No alert, no SPI, aircraft airbone
41,37663159;2,29346738;11582,35082;320,5781;11,605469;62,177124;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,019531;268;-160;-32;1340;No alert, no SPI, aircraft airbone
41,37367065;2,30596067;11574,72294;324,6016;11,964844;64,533691;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;100,019531;266;-160;-32;1340;No alert, no SPI, aircraft airbone
41,37073765;2,31831304;11574,71471;328,6328;12,339844;66,676025;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,84375;265;-64;0;1340;No alert, no SPI, aircraft airbone
41,36776759;2,33062021;11582,32606;332,6562;12,730469;68,653564;380;ELY028;1013;0;107,227;522;0;476;99,84375;266;416;0;1340;No alert, no SPI, aircraft airbone
41,36482133;2,34289569;11582,317;336,6797;13,132812;70,466309;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,667969;267;32;32;1340;No alert, no SPI, aircraft airbone
41,36186043;2,35524154;11582,30745;340,6953;13,550781;72,147217;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;267;0;0;1340;No alert, no SPI, aircraft airbone
41,35893617;2,3675098;11574,67752;344,7109;13,976562;73,685303;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,140625;268;-256;0;1340;No alert, no SPI, aircraft airbone
41,35598036;2,37971714;11582,2872;348,7266;14,414062;75,113525;380;ELY028;1013;-1,055;107,227;522;-0,031;478;98,964844;269;96;0;1340;No alert, no SPI, aircraft airbone
41,35310499;2,39199031;11582,27641;352,7422;14,863281;76,420898;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;98,789062;267;32;-32;1340;No alert, no SPI, aircraft airbone
41,35022404;2,40423706;11582,2652;356,7578;15,320312;77,634888;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;98,789062;269;-160;32;1340;No alert, no SPI, aircraft airbone
41,34740573;2,41649922;11574,63354;360,7734;15,785156;78,75;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;98,964844;271;-416;0;1340;No alert, no SPI, aircraft airbone
41,3445626;2,4287375;11574,62147;364,7812;16,257812;79,793701;379,75;ELY028;1013;0,527;106,699;520;0;484;99,140625;270;-160;0;1340;No alert, no SPI, aircraft airbone
41,3418043;2,44098338;11574,60897;368,7969;16,738281;80,749512;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,316406;271;160;0;1340;No alert, no SPI, aircraft airbone
41,33907894;2,45313557;11582,21613;372,8047;17,222656;81,633911;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;271;-224;-32;1340;No alert, no SPI, aircraft airbone
41,33627922;2,46539306;11582,20274;376,8203;17,714844;82,479858;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;271;192;-32;1340;No alert, no SPI, aircraft airbone
41,33348103;2,47752754;11582,18905;380,8281;18,207031;83,270874;380;ELY028;1013;0;107,051;518;0;484;99,492188;269;96;-32;1340;No alert, no SPI, aircraft airbone
41,3307544;2,48972535;11582,17486;384,8359;18,707031;84,001465;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;268;-128;-32;1340;No alert, no SPI, aircraft airbone
41,32796794;2,50182969;11582,16035;388,8438;19,207031;84,699097;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;264;-352;-32;1340;No alert, no SPI, aircraft airbone
41,32517387;2,51393258;11582,14541;392,8516;19,710938;85,358276;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,492188;264;-192;-64;1340;No alert, no SPI, aircraft airbone
41,32232955;2,52607414;11574,51;396,8594;20,21875;85,98999;379,75;ELY028;1013;-0,352;107,227;516;0;474;99,492188;264;-192;-32;1340;No alert, no SPI, aircraft airbone
41,31950312;2,53810246;11574,49431;400,8672;20,726562;86,583252;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,316406;265;-160;0;1340;No alert, no SPI, aircraft airbone
41,31665387;2,55014827;11574,47817;404,8828;21,238281;87,149048;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,316406;264;32;32;1340;No alert, no SPI, aircraft airbone
41,31379372;2,56221518;11574,46158;408,8828;21,753906;87,687378;379,75;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,316406;263;96;64;1340;No alert, no SPI, aircraft airbone
41,31089994;2,5742814;11582,06457;412,8906;22,273438;88,203735;380;ELY028;1013;-0,176;107,227;516;0;470;99,316406;263;224;32;1340;No alert, no SPI, aircraft airbone
41,30805319;2,58640244;11582,04706;416,8984;22,796875;88,687134;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,316406;264;-128;64;1340;No alert, no SPI, aircraft airbone
41,30519562;2,59855692;11582,02907;420,8984;23,324219;89,14856;380;ELY028;1013;N/A;N/A;N/A;N/A;N/A;99,316406;266;-192;32;1340;No alert, no SPI, aircraft airbone
40,9006623;1,90183603;1806,047111;538,1719;25,671875;200,802612;59,25;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,28125;251;-1728;-1728;1687;No alert, no SPI, aircraft airbone
40,90543451;1,90409501;1767,944455;542,1719;25,367188;200,813599;58;VLG7479;1018;0,176;19,863;272;0;278;18,808594;253;-1664;-1536;1687;No alert, no SPI, aircraft airbone
40,91020868;1,90635806;1737,461835;546,1719;25,0625;200,824585;57;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,984375;252;-1280;-1216;1687;No alert, no SPI, aircraft airbone
40,91492379;1,90859476;1714,599281;550,1719;24,761719;200,835571;56,25;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,160156;251;-1088;-1088;1687;No alert, no SPI, aircraft airbone
40,919566;1,91085325;1699,356832;554,1719;24,464844;200,841064;55,75;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,160156;250;-960;-928;1687;No alert, no SPI, aircraft airbone
40,92426882;1,91314365;1684,114384;558,1719;24,164062;200,846558;55,25;VLG7479;1018;0,176;20,391;268;0,156;272;19,160156;250;-576;-768;1687;No alert, no SPI, aircraft airbone
40,92889681;1,91545216;1668,872037;562,1797;23,867188;200,846558;54,75;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,335938;249;-672;-768;1687;No alert, no SPI, aircraft airbone
40,93352477;1,91776101;1653,629721;566,1797;23,570312;200,846558;54,25;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,335938;250;-864;-832;1687;No alert, no SPI, aircraft airbone
40,93816324;1,92002302;1630,767401;570,1797;23,273438;200,852051;53,5;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,160156;252;-960;-896;1687;No alert, no SPI, aircraft airbone
40,94278835;1,9223318;1607,905148;574,1797;22,976562;200,852051;52,75;VLG7479;1018;0,176;20,391;268;0;272;19,160156;251;-960;-992;1687;No alert, no SPI, aircraft airbone
40,94742885;1,92459752;1592,662891;578,1797;22,679688;200,857544;52,25;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,160156;250;-1024;-1056;1687;No alert, no SPI, aircraft airbone
40,95212734;1,9268939;1569,800638;582,1797;22,378906;200,863037;51,5;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,984375;250;-960;-1056;1687;No alert, no SPI, aircraft airbone
40,95676451;1,92916132;1546,938447;586,1953;22,082031;200,86853;50,75;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,160156;250;-1088;-992;1687;No alert, no SPI, aircraft airbone
40,96140391;1,93143154;1531,696286;590,1953;21,785156;200,874023;50,25;VLG7479;1018;0;20,215;268;0;270;18,984375;250;-960;-992;1687;No alert, no SPI, aircraft airbone
40,96605252;1,93365962;1508,834128;594,1875;21,488281;200,88501;49,5;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,160156;251;-1088;-1024;1687;No alert, no SPI, aircraft airbone
40,97070043;1,93589036;1485,972003;598,1875;21,191406;200,895996;48,75;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,160156;249;-992;-992;1687;No alert, no SPI, aircraft airbone
41,28274636;1,50124399;7954,736944;598,9297;27,546875;267,929077;261;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
40,97535025;1,93812506;1470,729911;602,1875;20,894531;200,906982;48,25;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,335938;250;-1024;-992;1687;No alert, no SPI, aircraft airbone
41,28539182;1,51010834;7909,03279;602,9375;27,140625;268,231201;259,5;TLJ562N;N/A;-0,176;68,555;388;0;388;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
40,97998509;1,94040172;1447,86788;606,1875;20,597656;200,912476;47,5;VLG7479;1018;0,176;20,039;268;0,062;268;19,335938;250;-1120;-960;1687;No alert, no SPI, aircraft airbone
41,28809167;1,51897448;7855,708416;606,9375;26,734375;268,549805;257,75;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
40,98464261;1,94259987;1425,005828;610,1875;20,300781;200,928955;46,75;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,160156;250;-992;-960;1687;No alert, no SPI, aircraft airbone
41,29075603;1,52778989;7810,003731;610,9453;26,332031;268,873901;256,25;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
40,98929033;1,94484258;1409,763835;614,1875;20,003906;200,939941;46,25;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,335938;248;-960;-1024;1687;No alert, no SPI, aircraft airbone
41,29338471;1,53661218;7756,678837;614,9453;25,929688;269,203491;254,5;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
40,9940069;1,94707845;1386,901825;618,1875;19,703125;200,956421;45,5;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,335938;249;-1024;-1024;1687;No alert, no SPI, aircraft airbone
41,29613607;1,54536589;7703,353607;618,9531;25,53125;269,560547;252,75;TLJ562N;N/A;-1,23;67,324;384;0;380;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
40,99865048;1,94932579;1364,0399;622,1875;19,40625;200,967407;44,75;VLG7479;1018;-0,879;20,039;268;0;266;19,6875;248;-1120;-992;1687;No alert, no SPI, aircraft airbone
41,29880373;1,55407264;7657,648083;622,9531;25,136719;269,917603;251,25;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,00329594;1,9515771;1348,798007;626,1953;19,109375;200,978394;44,25;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,511719;249;-1184;-992;1687;No alert, no SPI, aircraft airbone
41,3015446;1,56278791;7604,322359;626,9688;24,742188;270,296631;249,5;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,00799902;1,95386047;1325,936123;630,1953;18,808594;200,98938;43,5;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;20,214844;247;-1120;-992;1687;No alert, no SPI, aircraft airbone
41,30431309;1,57145797;7558,616349;630,9688;24,351562;270,692139;248;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,01271194;1,95611008;1303,074251;634,1953;18,507812;201,005859;42,75;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;20,566406;247;-992;-1056;1687;No alert, no SPI, aircraft airbone
41,30706714;1,5800528;7505,290008;634,9766;23,964844;271,098633;246,25;TLJ562N;N/A;1,406;67,324;380;0;378;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,01747689;1,95843149;1287,83241;638,1953;18,203125;201,016846;42,25;VLG7479;1018;0,352;19,863;274;0,031;264;20,742188;248;-1152;-1056;1687;No alert, no SPI, aircraft airbone
41,30980266;1,58869239;7459,583528;638,9766;23,578125;271,516113;244,75;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,02223856;1,96075435;1264,970605;642,1953;17,898438;201,027832;41,5;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;22,148438;250;-1184;-1056;1687;No alert, no SPI, aircraft airbone
41,31247969;1,59734428;7406,256855;642,9844;23,191406;271,939087;243;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,02697941;1,96314928;1242,108874;646,1953;17,59375;201,027832;40,75;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;24,609375;252;-1088;-1056;1687;No alert, no SPI, aircraft airbone
41,31517247;1,60585216;7352,929756;646,9922;22,8125;272,37854;241,25;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,03171208;1,96581377;1219,24729;650,1953;17,285156;200,98938;40;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;25,488281;252;-1056;-1056;1687;No alert, no SPI, aircraft airbone
41,31790439;1,61449904;7307,222658;650,9922;22,429688;272,839966;239,75;TLJ562N;N/A;-1,055;67,676;378;0;374;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,03635741;1,96853998;1196,385805;654,1953;16,980469;200,934448;39,25;VLG7479;1018;-1,582;24,082;276;-0,094;266;25,3125;252;-1120;-1088;1687;No alert, no SPI, aircraft airbone
41,32053902;1,62298229;7253,895109;655;22,054688;273,301392;238;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,04104843;1,97135103;1173,524353;658,1953;16,671875;200,86853;38,5;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;24,433594;251;-1056;-1088;1687;No alert, no SPI, aircraft airbone
41,32330839;1,63152782;7208,187452;659,0078;21,679688;273,80127;236,5;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,04570402;1,97405425;1158,282901;662,1953;16,367188;200,813599;38;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;23,730469;251;-1152;-1024;1687;No alert, no SPI, aircraft airbone
41,32610056;1,64009847;7154,859626;663,0156;21,304688;274,32312;234,75;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,05045792;1,97664827;1135,42138;666,2031;16,058594;200,78064;37,25;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;22,851562;253;-1024;-992;1687;No alert, no SPI, aircraft airbone
41,32881839;1,64854473;7109,15142;667,0234;20,9375;274,850464;233,25;TLJ562N;N/A;-0,527;66,445;374;0;372;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,05518851;1,97908058;1112,559839;670,2031;15,753906;200,769653;36,5;VLG7479;1018;-5,098;20,566;276;-0,25;266;21,621094;252;-992;-992;1687;No alert, no SPI, aircraft airbone
41,33152396;1,65692683;7055,822926;671,0312;20,574219;275,394287;231,5;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;No alert, no SPI, aircraft airbone
41,06001816;1,98142054;1097,318244;674,2031;15,445312;200,78064;36;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;20,390625;252;-960;-960;1687;No alert, no SPI, aircraft airbone
